invoice_id,station_id,vendor,invoice_amount,invoice_date,status
IN010416,ST030,"Brennan, Mccarthy and Bradshaw",4791.45,2/22/2025,PAID
IN010417,ST053,Avery Group,4376.04,10/10/2025,OVERDUE
IN010418,ST097,Moreno-Payne,3684.03,12/11/2024,OVERDUE
IN010419,ST079,Harrison-Lamb,4774.05,12/6/2024,PAID
IN010420,ST069,"Bauer, Martin and Mcdaniel",1525.41,9/11/2025,OVERDUE
IN010421,ST066,"Steele, Perez and Sherman",3286.97,5/24/2025,PENDING
IN010422,ST061,Gibson Group,2823.93,8/3/2025,PENDING
IN010423,ST020,Martin PLC,2889.3,10/24/2025,PENDING
IN010424,ST044,Nguyen Ltd,1985.26,5/1/2025,PENDING
IN010425,ST097,Coleman and Sons,4690.47,8/5/2025,PENDING
IN010426,ST085,"Brown, Buchanan and Porter",4742.06,10/2/2025,PAID
IN010427,ST099,Edwards-Reynolds,2103.73,10/7/2025,OVERDUE
IN010428,ST045,Nelson LLC,3897.9,8/2/2025,PAID
IN010429,ST071,"Adams, Johnson and Flores",3897.47,5/1/2025,PENDING
IN010430,ST022,Horn-Taylor,3628.31,9/22/2025,OVERDUE
IN010431,ST003,Becker-Jimenez,2228.24,3/27/2025,PENDING
IN010432,ST046,Reed PLC,3139.29,5/2/2025,PENDING
IN010433,ST017,Lewis LLC,2290.76,5/17/2025,OVERDUE
IN010434,ST001,"Lewis, Donovan and Garcia",3166.13,11/19/2024,PAID
IN010435,ST070,Wright-Stephens,4185.74,10/9/2025,PENDING
IN010436,ST010,Cruz and Sons,4697.74,1/17/2025,PAID
IN010437,ST056,Fisher-Bailey,2656.23,1/14/2025,PAID
IN010438,ST016,Flynn-Hernandez,4019.42,6/13/2025,PENDING
IN010439,ST020,Brown-Wang,3176.35,2/23/2025,PENDING
IN010440,ST076,"Hughes, Avila and Lloyd",926.26,5/26/2025,PAID
IN010441,ST044,Hopkins-Stephens,1752.52,12/28/2024,PENDING
IN010442,ST049,Fisher Inc,3715.55,12/21/2024,PAID
IN010443,ST064,Morton LLC,2341.33,7/22/2025,PAID
IN010444,ST062,Smith PLC,3935.39,7/6/2025,OVERDUE
IN010445,ST051,Walker-Delgado,3272.12,8/2/2025,PENDING
IN010446,ST013,"Kim, Rogers and Tucker",4258.98,11/24/2024,PAID
IN010447,ST010,"Moreno, Salinas and Hansen",2524.72,3/12/2025,PAID
IN010448,ST095,"Brown, Smith and Marshall",1811.38,5/6/2025,PAID
IN010449,ST059,"Alexander, Patel and Castillo",3383.75,1/15/2025,PENDING
IN010450,ST095,Fisher LLC,2122.73,9/28/2025,PENDING
IN010451,ST078,Benitez PLC,2275.37,5/11/2025,OVERDUE
IN010452,ST004,Walker-Kelley,4596.35,11/7/2024,PENDING
IN010453,ST053,"Peterson, Griffin and Mooney",2824.9,9/18/2025,PAID
IN010454,ST066,Allison-Neal,2502.19,7/29/2025,PAID
IN010455,ST091,Nguyen-Johnson,2864.11,9/16/2025,PENDING
IN010456,ST045,Navarro LLC,4969.3,1/11/2025,PAID
IN010457,ST068,Green-Pena,3832.18,5/25/2025,OVERDUE
IN010458,ST011,Thomas PLC,4979.06,6/20/2025,PENDING
IN010459,ST087,"Jacobs, Cisneros and Lopez",3401.16,6/14/2025,OVERDUE
IN010460,ST055,Wells-Cook,2194.01,3/26/2025,PAID
IN010461,ST014,"Kelly, Hartman and Noble",2464.15,7/21/2025,OVERDUE
IN010462,ST073,Walker-Rodriguez,1340.87,3/1/2025,OVERDUE
IN010463,ST036,Newman-Riley,838.73,5/13/2025,PAID
IN010464,ST006,Martinez Group,1409.3,8/21/2025,PAID
IN010465,ST048,"Ortiz, Stuart and Romero",2562.72,3/11/2025,OVERDUE
IN010466,ST060,Mcdonald-Hurley,3529.6,3/14/2025,OVERDUE
IN010467,ST012,Garrett-Walsh,952.64,5/31/2025,PENDING
IN010468,ST048,Mahoney-Crawford,1768.32,8/1/2025,OVERDUE
IN010469,ST049,Miller Inc,4555.86,1/28/2025,OVERDUE
IN010470,ST043,Pearson-Boone,761.51,7/20/2025,PAID
IN010471,ST088,Foster PLC,507.28,6/21/2025,PAID
IN010472,ST083,"Garcia, Wilson and Steele",2627.03,6/17/2025,PENDING
IN010473,ST098,Wilson-Hayes,534.3,7/10/2025,OVERDUE
IN010474,ST014,Flores-Brown,3462.77,4/26/2025,PENDING
IN010475,ST079,Espinoza LLC,3099.3,1/23/2025,PENDING
IN010476,ST099,"Kline, Young and Sanders",4017.77,6/11/2025,PAID
IN010477,ST042,Burgess and Sons,1162.89,7/5/2025,OVERDUE
IN010478,ST047,"Oliver, Williams and Brooks",4268.91,12/26/2024,PAID
IN010479,ST100,"Savage, Zamora and Chapman",1886.76,9/13/2025,OVERDUE
IN010480,ST032,"Barr, Haynes and Thomas",2299.15,12/30/2024,OVERDUE
IN010481,ST019,Willis-Scott,3258.38,2/12/2025,PENDING
IN010482,ST078,"Bailey, Rodriguez and Rodriguez",1640.56,6/26/2025,PENDING
IN010483,ST015,"Smith, Solis and Bush",4362.87,1/22/2025,PENDING
IN010484,ST015,Richard and Sons,4502.39,1/23/2025,PENDING
IN010485,ST005,Bowman Group,1591.14,11/19/2024,PENDING
IN010486,ST011,Barajas-Mendoza,2328.35,6/3/2025,PENDING
IN010487,ST099,"Dominguez, Price and Madden",3577.24,4/7/2025,OVERDUE
IN010488,ST012,"Baker, Orozco and Harmon",1403.68,2/27/2025,PAID
IN010489,ST065,"Johnson, Garcia and Curtis",2133.36,3/6/2025,PENDING
IN010490,ST097,Mitchell-Miller,1474.67,3/6/2025,OVERDUE
IN010491,ST013,Suarez-Randall,1329.44,10/29/2025,PENDING
IN010492,ST042,Cox LLC,4530.46,12/15/2024,OVERDUE
IN010493,ST001,Chavez and Sons,4692.76,10/23/2025,PENDING
IN010494,ST093,Gilmore-Chavez,2291.28,1/12/2025,PAID
IN010495,ST061,Bray PLC,988.61,9/15/2025,PENDING
IN010496,ST055,Garcia-Lewis,4218.81,7/14/2025,PAID
IN010497,ST023,Tyler-Morgan,3317.93,10/13/2025,PENDING
IN010498,ST055,Garcia-Smith,2877.8,3/25/2025,PENDING
IN010499,ST096,Sanchez LLC,679.58,11/11/2024,PAID
IN010500,ST056,Cook Ltd,4019.18,2/11/2025,PAID
IN010501,ST011,Green-Stevens,1886.88,2/15/2025,PAID
IN010502,ST049,"Sandoval, Jones and Klein",3948.85,7/31/2025,PENDING
IN010503,ST004,"Smith, Potter and Peterson",2227.47,7/9/2025,PENDING
IN010504,ST057,"Henry, Robinson and Cohen",4581.18,9/1/2025,OVERDUE
IN010505,ST092,"Wilson, Barnes and Macdonald",2639.38,9/26/2025,OVERDUE
IN010506,ST006,Howard and Sons,520.56,12/22/2024,OVERDUE
IN010507,ST066,"Stein, Tucker and Fischer",4610.11,6/19/2025,OVERDUE
IN010508,ST049,"Sosa, Peterson and Hoffman",4010.57,10/12/2025,OVERDUE
IN010509,ST063,"Roberts, Schaefer and Burton",4588.29,4/4/2025,OVERDUE
IN010510,ST032,"Dunn, Nunez and Benitez",3521.37,3/28/2025,PENDING
IN010511,ST064,Baker Inc,1926.86,9/29/2025,PENDING
IN010512,ST056,Taylor and Sons,3041.86,11/8/2024,OVERDUE
IN010513,ST093,Moore LLC,3513.64,2/9/2025,PENDING
IN010514,ST057,Gonzalez Inc,2013.35,2/12/2025,PENDING
IN010515,ST071,Stark-Fletcher,4020.86,9/2/2025,PAID
IN010516,ST017,"Walker, Lane and Jones",531.15,5/2/2025,PENDING
IN010517,ST043,Price Group,1496.1,4/3/2025,OVERDUE
IN010518,ST014,"Yu, Evans and Shelton",1447.51,9/24/2025,PAID
IN010519,ST028,Gross and Sons,4116.9,12/7/2024,PENDING
IN010520,ST076,Wilkerson-Mercado,3975.35,5/28/2025,PENDING
IN010521,ST076,Griffin-Chambers,2520.38,9/17/2025,PENDING
IN010522,ST018,Clark PLC,4295.76,12/8/2024,OVERDUE
IN010523,ST039,Acosta-Harris,697.91,2/17/2025,PAID
IN010524,ST036,Brooks Ltd,3035.26,10/21/2025,OVERDUE
IN010525,ST054,"Riggs, Mcgrath and Huerta",1506.22,3/21/2025,PAID
IN010526,ST083,"Frye, Cummings and Hart",1201.83,6/9/2025,PENDING
IN010527,ST042,Kennedy-Marquez,3735.78,9/20/2025,PAID
IN010528,ST043,Velasquez-Todd,4368.61,1/20/2025,PAID
IN010529,ST012,Bailey-Hogan,1547.22,2/15/2025,PAID
IN010530,ST071,"Martinez, Shaw and Garcia",2333.76,9/25/2025,PAID
IN010531,ST062,Terry-Jimenez,3152.52,5/12/2025,PAID
IN010532,ST056,Scott-Stephenson,2278.65,3/15/2025,PAID
IN010533,ST078,Jennings-Larson,2389.93,12/8/2024,PAID
IN010534,ST003,Ho-Miller,3877.87,10/14/2025,PENDING
IN010535,ST043,Ochoa-Ray,4516.96,6/20/2025,PENDING
IN010536,ST065,Scott and Sons,991.3,2/23/2025,PENDING
IN010537,ST011,Pierce-Williamson,1761.34,1/16/2025,PENDING
IN010538,ST028,Mcgee-Nichols,1657.28,3/7/2025,PENDING
IN010539,ST030,Farrell PLC,4880.95,1/24/2025,PENDING
IN010540,ST062,"Vasquez, Copeland and Miller",2639.83,1/23/2025,OVERDUE
IN010541,ST067,Johnson-Wheeler,2877.71,6/23/2025,PAID
IN010542,ST050,Morales Inc,3310.42,7/27/2025,OVERDUE
IN010543,ST019,"Garcia, Torres and Boyd",1242.59,4/25/2025,PENDING
IN010544,ST091,Garrett Inc,3124.92,12/14/2024,PENDING
IN010545,ST031,Monroe Group,3962.07,2/21/2025,OVERDUE
IN010546,ST078,Wright-Cannon,3551.49,11/3/2024,PENDING
IN010547,ST038,"Crawford, Hall and Thomas",2525.91,8/17/2025,OVERDUE
IN010548,ST060,Manning-Cooper,4884.78,9/18/2025,PENDING
IN010549,ST011,Barrera-Decker,1226.43,8/2/2025,OVERDUE
IN010550,ST056,Avery-Mills,1079.8,11/13/2024,OVERDUE
IN010551,ST083,"Garcia, Perez and Graham",1194.65,11/23/2024,OVERDUE
IN010552,ST059,"Esparza, Mullins and Hernandez",3353.98,4/17/2025,OVERDUE
IN010553,ST037,"Mitchell, Collier and Bridges",3670.0,1/18/2025,OVERDUE
IN010554,ST017,"Hansen, Robinson and Manning",4768.18,5/19/2025,PAID
IN010555,ST095,Harrington-Robinson,1593.85,2/7/2025,PENDING
IN010556,ST034,Campbell-Gonzales,2074.69,6/7/2025,PAID
IN010557,ST073,Davis-Armstrong,2791.28,6/25/2025,OVERDUE
IN010558,ST075,Owens and Sons,673.59,5/23/2025,OVERDUE
IN010559,ST069,Mckee Group,3993.3,10/22/2025,OVERDUE
IN010560,ST073,Fitzgerald Ltd,4426.05,12/19/2024,PAID
IN010561,ST077,Davenport Group,4799.75,5/3/2025,OVERDUE
IN010562,ST003,Maxwell Group,2434.22,4/26/2025,PAID
IN010563,ST009,"King, Robinson and Guerrero",2019.36,8/28/2025,PAID
IN010564,ST089,Bell-Rhodes,2429.69,11/22/2024,OVERDUE
IN010565,ST042,Glass PLC,1276.03,9/10/2025,OVERDUE
IN010566,ST039,Schwartz-Gonzalez,3377.79,11/24/2024,PAID
IN010567,ST006,Melton-David,1009.12,3/25/2025,PENDING
IN010568,ST073,"Cooper, Williams and Washington",4013.54,7/4/2025,PAID
IN010569,ST100,Vasquez Group,1803.79,10/11/2025,PENDING
IN010570,ST095,"Frederick, Richards and Powell",641.17,2/25/2025,PENDING
IN010571,ST061,"Manning, Carter and Smith",1529.4,11/14/2024,PAID
IN010572,ST046,"Murray, Rodriguez and Green",3664.81,1/23/2025,OVERDUE
IN010573,ST035,"Daniels, Benton and Hernandez",2769.5,4/2/2025,PAID
IN010574,ST072,Combs-Morgan,1034.66,2/26/2025,PAID
IN010575,ST014,Brown-Phillips,1854.26,3/4/2025,PENDING
IN010576,ST013,Ortiz-Hart,1183.41,12/16/2024,PENDING
IN010577,ST014,Davis LLC,3423.74,4/28/2025,OVERDUE
IN010578,ST054,Trevino-Lee,2258.09,3/16/2025,PENDING
IN010579,ST020,West-Montgomery,4695.06,3/19/2025,PAID
IN010580,ST084,Calhoun and Sons,1821.64,7/10/2025,PENDING
IN010581,ST086,"Hernandez, Ward and Christian",2864.68,12/22/2024,OVERDUE
IN010582,ST090,Roberson-Cooper,1167.75,1/21/2025,OVERDUE
IN010583,ST081,Barron and Sons,1554.45,7/11/2025,OVERDUE
IN010584,ST046,Jones LLC,3863.89,7/17/2025,OVERDUE
IN010585,ST089,"Anderson, Jones and Scott",1960.56,10/9/2025,PENDING
IN010586,ST014,"Rivera, Harvey and Chavez",3460.46,5/15/2025,PENDING
IN010587,ST052,Best-Carr,2693.64,5/25/2025,PENDING
IN010588,ST014,Brooks Ltd,581.3,2/14/2025,PENDING
IN010589,ST073,James Group,4696.68,1/7/2025,PAID
IN010590,ST035,"Morris, Booker and Cantu",1860.25,11/6/2024,OVERDUE
IN010591,ST052,"Reid, Hobbs and Garza",1050.94,6/12/2025,PAID
IN010592,ST096,"Hoffman, Mahoney and Horne",1269.84,6/30/2025,PAID
IN010593,ST001,Smith-Zamora,1208.11,1/1/2025,PAID
IN010594,ST097,Young LLC,4451.97,3/28/2025,PENDING
IN010595,ST093,Butler-Atkins,4086.05,2/14/2025,PENDING
IN010596,ST038,"Daniel, Smith and Oconnell",2602.86,6/16/2025,OVERDUE
IN010597,ST061,"Anderson, Mccormick and Jenkins",2231.85,9/5/2025,OVERDUE
IN010598,ST047,"Sweeney, Ford and Oneill",3662.16,9/26/2025,PAID
IN010599,ST035,"Lara, Mckee and Griffin",1699.12,7/28/2025,PAID
IN010600,ST027,"Navarro, Gregory and Raymond",2945.68,7/31/2025,OVERDUE
IN010601,ST098,"Page, Casey and Collins",3854.96,3/5/2025,PENDING
IN010602,ST035,Bush LLC,3072.28,11/26/2024,PAID
IN010603,ST080,"Mendoza, Fisher and Bruce",2647.47,5/23/2025,PAID
IN010604,ST037,Reed-Jones,3222.76,12/8/2024,OVERDUE
IN010605,ST024,Cooper LLC,890.74,12/11/2024,PENDING
IN010606,ST024,Perez-Levine,4225.37,12/18/2024,OVERDUE
IN010607,ST017,Keller-Ramsey,3295.56,12/26/2024,PAID
IN010608,ST060,Graham-Miller,4024.77,3/14/2025,PAID
IN010609,ST084,Turner-Ross,1233.32,3/6/2025,OVERDUE
IN010610,ST069,Richards-Robles,1790.55,5/11/2025,PENDING
IN010611,ST028,Williams PLC,3897.38,8/15/2025,PENDING
IN010612,ST081,Hawkins and Sons,1022.54,5/11/2025,PAID
IN010613,ST093,Maynard-Rogers,4498.11,3/25/2025,PENDING
IN010614,ST003,Foster-West,2965.64,9/22/2025,PAID
IN010615,ST054,Ramirez Group,1924.5,12/29/2024,PENDING
IN010616,ST058,Roberts-Jones,3344.85,2/3/2025,PENDING
IN010617,ST098,Fleming Ltd,3779.49,4/7/2025,PENDING
IN010618,ST075,Mcdonald-King,1598.83,11/9/2024,PENDING
IN010619,ST073,"Rojas, Gregory and Douglas",1039.03,7/23/2025,PENDING
IN010620,ST071,"Santana, Hall and Ray",4946.51,10/25/2025,PAID
IN010621,ST040,Chang Group,2038.48,2/26/2025,PAID
IN010622,ST011,Hardin Ltd,4716.0,11/19/2024,PENDING
IN010623,ST090,"Harris, Sparks and Brown",2138.94,8/28/2025,PAID
IN010624,ST045,"Graham, Wu and Martin",4566.41,11/3/2024,PAID
IN010625,ST038,"Rodriguez, Hall and Hammond",1338.33,3/8/2025,PAID
IN010626,ST091,Williams and Sons,3476.23,1/25/2025,PENDING
IN010627,ST035,"Robinson, Trujillo and Jimenez",4632.39,2/14/2025,OVERDUE
IN010628,ST093,Davis-Meyers,2237.28,3/17/2025,PAID
IN010629,ST099,Grant LLC,2867.28,3/2/2025,PAID
IN010630,ST087,Mendoza-Harmon,4921.51,7/31/2025,PENDING
IN010631,ST067,"Taylor, Craig and Tyler",1815.28,1/10/2025,PENDING
IN010632,ST084,Boyer Inc,2405.56,11/5/2024,PENDING
IN010633,ST083,Bridges Ltd,2423.78,9/3/2025,PAID
IN010634,ST044,"Erickson, Copeland and Sanchez",4603.22,3/6/2025,PAID
IN010635,ST026,Scott-Lee,1800.79,9/2/2025,PENDING
IN010636,ST097,Graham and Sons,3440.21,1/8/2025,OVERDUE
IN010637,ST077,"Flores, Stephenson and Wood",2798.53,5/15/2025,PAID
IN010638,ST011,"Lewis, Jones and Kennedy",2849.34,7/21/2025,OVERDUE
IN010639,ST001,Diaz Group,4858.64,7/9/2025,PAID
IN010640,ST048,Harris-Burke,1771.58,11/13/2024,PENDING
IN010641,ST036,Crosby-Guerrero,2761.15,12/29/2024,PAID
IN010642,ST063,Lewis Ltd,3299.06,7/14/2025,OVERDUE
IN010643,ST035,Patel Group,982.41,7/5/2025,PENDING
IN010644,ST081,Cole LLC,2102.02,3/16/2025,OVERDUE
IN010645,ST098,Lewis-Wu,1701.02,3/5/2025,PENDING
IN010646,ST047,Reynolds Ltd,2085.4,7/25/2025,OVERDUE
IN010647,ST049,"Martin, Lee and Patterson",2921.02,9/13/2025,PAID
IN010648,ST011,Hicks-Wilson,3834.99,4/16/2025,PAID
IN010649,ST003,Smith Ltd,2586.49,8/16/2025,PAID
IN010650,ST018,"Francis, Chapman and Henry",2862.39,7/3/2025,OVERDUE
IN010651,ST088,Brown LLC,3670.86,11/23/2024,PAID
IN010652,ST038,"Wilson, Cox and Ward",1024.71,3/25/2025,OVERDUE
IN010653,ST048,"Johnson, Guerrero and Walters",3140.48,3/16/2025,PAID
IN010654,ST059,Bentley-Floyd,3253.16,9/22/2025,PENDING
IN010655,ST023,"Green, Smith and Johnson",3159.31,6/16/2025,PAID
IN010656,ST017,Thomas-Hernandez,525.31,9/18/2025,PAID
IN010657,ST036,Roberts Group,2537.19,7/25/2025,PAID
IN010658,ST005,"Carter, Davidson and Potter",4068.56,8/11/2025,OVERDUE
IN010659,ST052,Yang Ltd,1455.11,11/14/2024,PENDING
IN010660,ST068,Prince Inc,841.7,5/19/2025,PENDING
IN010661,ST003,Miller-Mitchell,1663.08,9/15/2025,PENDING
IN010662,ST032,Berry-Shelton,4998.01,4/20/2025,PAID
IN010663,ST037,Jackson-James,4390.54,11/1/2024,PAID
IN010664,ST026,"Ware, Johnson and Trujillo",4808.19,6/18/2025,OVERDUE
IN010665,ST063,Smith-Kerr,4735.07,6/18/2025,PAID
IN010666,ST010,"Andersen, Flores and Hicks",2671.8,11/24/2024,OVERDUE
IN010667,ST066,Hester PLC,2987.09,10/4/2025,PAID
IN010668,ST089,"Ware, Scott and Sanchez",2702.82,11/3/2024,PAID
IN010669,ST047,Cannon-Young,4734.76,12/4/2024,OVERDUE
IN010670,ST001,Jimenez-Reyes,3918.46,10/1/2025,PAID
IN010671,ST062,"Carroll, Vaughn and Saunders",882.84,9/30/2025,OVERDUE
IN010672,ST081,"Price, Byrd and Herrera",3171.96,2/6/2025,PAID
IN010673,ST028,Castillo Group,2072.89,11/30/2024,PENDING
IN010674,ST025,Gibson Ltd,1213.81,1/2/2025,PAID
IN010675,ST036,Macias-Anderson,3459.91,8/8/2025,PENDING
IN010676,ST073,Ferguson-Ramirez,4238.43,10/23/2025,PENDING
IN010677,ST025,Lee and Sons,1854.85,8/18/2025,PENDING
IN010678,ST073,"Adams, Barr and Ferrell",3025.26,12/14/2024,PENDING
IN010679,ST039,Washington-Sullivan,929.33,3/6/2025,PENDING
IN010680,ST029,Forbes-Lewis,1347.79,12/17/2024,PAID
IN010681,ST021,Patton-Cox,4938.55,4/20/2025,PAID
IN010682,ST025,Mercado and Sons,1734.16,7/31/2025,PENDING
IN010683,ST024,Fisher-Lewis,2203.75,11/29/2024,OVERDUE
IN010684,ST068,Mills Inc,3380.02,9/27/2025,OVERDUE
IN010685,ST086,Gibson-Fletcher,1282.48,3/2/2025,PAID
IN010686,ST018,Meza-Ward,1702.66,4/12/2025,OVERDUE
IN010687,ST014,"Martin, Gordon and Thomas",1275.67,11/30/2024,PAID
IN010688,ST018,Horton and Sons,3047.73,11/29/2024,OVERDUE
IN010689,ST086,"Pope, Hicks and Phillips",4597.34,6/1/2025,OVERDUE
IN010690,ST037,Gomez-Fox,2625.89,11/15/2024,PAID
IN010691,ST061,Jones-Allen,2241.72,10/20/2025,OVERDUE
IN010692,ST040,Torres Group,4123.73,3/3/2025,OVERDUE
IN010693,ST075,Gomez-Scott,4501.08,9/25/2025,PENDING
IN010694,ST099,Watkins-Leonard,2237.1,5/13/2025,PAID
IN010695,ST091,Gonzalez-Jones,4404.13,10/15/2025,PAID
IN010696,ST041,Fox-Jefferson,3788.76,5/8/2025,PENDING
IN010697,ST070,"Flores, Hayden and Jensen",4934.23,12/18/2024,PENDING
IN010698,ST054,"Brock, Robertson and Townsend",3028.82,8/31/2025,PAID
IN010699,ST029,Hendrix LLC,4005.74,6/8/2025,PENDING
IN010700,ST050,"Jackson, Smith and Walters",4980.39,6/3/2025,PENDING
IN010701,ST001,"Thompson, Rogers and Leblanc",1267.63,7/27/2025,PENDING
IN010702,ST061,Morrison Group,1449.66,2/5/2025,PENDING
IN010703,ST094,"Blackwell, Hill and Herman",4922.3,1/18/2025,PENDING
IN010704,ST059,"Davenport, Fitzgerald and Carlson",3598.08,1/5/2025,PAID
IN010705,ST077,Johnson Group,4981.16,6/1/2025,PAID
IN010706,ST053,"Williams, Barber and Mullins",3082.02,12/12/2024,PENDING
IN010707,ST066,Taylor Group,3334.17,1/6/2025,PAID
IN010708,ST049,Guzman and Sons,2650.33,12/4/2024,OVERDUE
IN010709,ST005,Oliver-Hahn,4244.25,11/2/2024,OVERDUE
IN010710,ST100,"Clark, Parrish and Lindsey",2866.34,4/10/2025,PENDING
IN010711,ST011,"Jarvis, Gonzales and Patterson",1358.4,9/27/2025,OVERDUE
IN010712,ST053,"Mccormick, Russell and Nichols",4013.58,2/1/2025,PAID
IN010713,ST043,Clark-Spence,4465.19,1/24/2025,OVERDUE
IN010714,ST090,Coleman Ltd,3298.76,1/17/2025,PAID
IN010715,ST077,"Wilson, Delgado and Sanders",2541.57,8/1/2025,PENDING
IN010716,ST026,"Foster, Henderson and Williams",2508.67,5/20/2025,OVERDUE
IN010717,ST017,Hays and Sons,3325.19,10/18/2025,PENDING
IN010718,ST060,Snyder-Banks,1895.45,5/28/2025,OVERDUE
IN010719,ST088,Andersen-Johnson,697.38,9/14/2025,OVERDUE
IN010720,ST085,Miller-Powell,2140.59,8/7/2025,OVERDUE
IN010721,ST078,Fritz-Cooke,3480.3,3/18/2025,PENDING
IN010722,ST019,Edwards Ltd,4487.52,11/2/2024,PENDING
IN010723,ST058,Byrd Inc,1348.22,5/3/2025,OVERDUE
IN010724,ST077,"Moreno, Perez and Moss",2937.63,6/16/2025,PAID
IN010725,ST062,"Lopez, Jones and Gonzalez",4731.44,12/5/2024,PAID
IN010726,ST040,"Singleton, Bailey and Ali",1066.29,6/30/2025,PENDING
IN010727,ST039,"Underwood, Kennedy and Mann",2726.62,12/21/2024,PAID
IN010728,ST082,Riddle-Jimenez,1777.46,10/7/2025,PENDING
IN010729,ST080,Young-Donovan,2516.09,2/6/2025,PAID
IN010730,ST078,Gomez and Sons,508.21,8/30/2025,PAID
IN010731,ST011,Pope-Becker,4812.01,2/16/2025,PENDING
IN010732,ST071,Acosta-Carter,2781.17,4/5/2025,PAID
IN010733,ST083,Thompson-Davila,991.61,5/24/2025,PAID
IN010734,ST003,Green-Lewis,2070.52,2/22/2025,OVERDUE
IN010735,ST044,"Willis, Ramos and Lewis",778.5,9/7/2025,OVERDUE
IN010736,ST016,"Sullivan, Anderson and Mosley",2268.71,4/28/2025,PENDING
IN010737,ST028,Estes LLC,1135.6,6/29/2025,OVERDUE
IN010738,ST014,Hogan-Martin,4477.28,1/10/2025,PAID
IN010739,ST061,Robinson PLC,2366.9,1/28/2025,OVERDUE
IN010740,ST045,Mitchell-Walker,1386.86,10/23/2025,OVERDUE
IN010741,ST055,Farrell Group,2061.53,9/23/2025,PENDING
IN010742,ST069,Hamilton-Hoffman,4890.3,8/5/2025,PENDING
IN010743,ST007,Martin Group,3041.08,7/7/2025,PAID
IN010744,ST095,Hays-Reed,3800.83,3/4/2025,OVERDUE
IN010745,ST044,"Savage, Brown and Fletcher",881.57,2/28/2025,PAID
IN010746,ST060,House Group,4639.97,11/7/2024,PAID
IN010747,ST047,"Garcia, Smith and Moran",1518.4,6/18/2025,OVERDUE
IN010748,ST004,Oconnor PLC,3806.6,8/6/2025,PAID
IN010749,ST063,Davis-Ortega,4341.44,8/13/2025,PENDING
IN010750,ST010,"Martin, Andrews and Roberts",760.99,5/15/2025,PAID
IN010751,ST035,Erickson-Porter,779.06,11/7/2024,PENDING
IN010752,ST076,"Brown, Morrison and Johnson",3361.49,2/1/2025,OVERDUE
IN010753,ST050,Harris-Brewer,3219.04,2/12/2025,PENDING
IN010754,ST096,Good LLC,4255.31,5/14/2025,PENDING
IN010755,ST089,Anderson-Cunningham,3574.54,4/14/2025,PENDING
IN010756,ST008,"Francis, Barrett and Walker",531.17,12/19/2024,PENDING
IN010757,ST015,Clark-Green,4986.06,1/28/2025,OVERDUE
IN010758,ST015,Johnson LLC,1370.07,7/5/2025,PENDING
IN010759,ST018,Washington Group,2732.57,5/2/2025,OVERDUE
IN010760,ST002,Brown-Cannon,3814.3,4/29/2025,PAID
IN010761,ST090,Woodward Ltd,3035.87,10/21/2025,OVERDUE
IN010762,ST014,"Mills, Higgins and Holt",602.85,11/8/2024,PENDING
IN010763,ST062,"Nelson, Smith and Klein",3773.74,9/10/2025,PAID
IN010764,ST002,Simpson Ltd,1088.09,12/21/2024,PAID
IN010765,ST003,Morris-Johnson,3377.2,10/1/2025,PENDING
IN010766,ST032,"Franklin, Jones and Guerrero",3678.54,12/12/2024,PAID
IN010767,ST077,"Hancock, Carlson and Richard",3851.25,9/18/2025,OVERDUE
IN010768,ST100,"Kaufman, Weeks and Taylor",3684.88,5/12/2025,PENDING
IN010769,ST061,Daniel LLC,2305.92,8/12/2025,PAID
IN010770,ST048,"Dixon, Landry and Rice",1139.73,9/25/2025,PENDING
IN010771,ST072,Warner-Washington,1210.08,2/4/2025,PENDING
IN010772,ST042,"Williams, Acosta and Pearson",4724.89,1/20/2025,OVERDUE
IN010773,ST079,"Thomas, Carroll and Mclaughlin",4826.09,6/9/2025,PENDING
IN010774,ST028,"Pierce, Kelly and Gilmore",4219.08,12/27/2024,PENDING
IN010775,ST078,King and Sons,3130.03,11/17/2024,PAID
IN010776,ST052,Davis-Sullivan,2790.76,12/26/2024,PENDING
IN010777,ST078,Vargas LLC,3525.55,4/9/2025,PENDING
IN010778,ST016,Burton-Reid,3673.25,3/4/2025,OVERDUE
IN010779,ST020,Williams Inc,3576.44,2/3/2025,PENDING
IN010780,ST057,Gentry-Aguilar,2426.47,11/28/2024,OVERDUE
IN010781,ST088,Ibarra-Rodriguez,870.53,8/6/2025,PAID
IN010782,ST045,Wagner-Hess,1816.18,6/12/2025,PAID
IN010783,ST002,Jackson Inc,2157.82,7/20/2025,PENDING
IN010784,ST035,Carter PLC,2563.69,2/26/2025,PAID
IN010785,ST057,"Dean, Moyer and Davis",4218.95,10/29/2024,PAID
IN010786,ST081,"Cabrera, Martinez and Arnold",1444.36,10/6/2025,OVERDUE
IN010787,ST074,Rice-Williams,635.88,9/13/2025,PENDING
IN010788,ST021,"Gutierrez, Eaton and Grant",4315.27,3/3/2025,OVERDUE
IN010789,ST065,"Simmons, Jacobson and Calderon",1883.73,8/23/2025,OVERDUE
IN010790,ST004,"Moran, Bell and Ramirez",2394.09,7/12/2025,PENDING
IN010791,ST002,"Cannon, Graham and Miller",3359.91,3/28/2025,OVERDUE
IN010792,ST022,Lyons-Chavez,1448.29,1/15/2025,PAID
